knowledge,history,ctrl,begin_label,vrm_label
,"I think there is a lot behind the scenes that we do nt see . SOme coaches have come out and admitted to it . Arizona Coach Sean Miller discussed a $ 100,000 bribe to land star recruit Deandre Ayton",That 's crazy . I did n't know that . Nice chatting with you !,hallucination,"disclosure,ack."
"Williams said fixing the problem starts with eliminating the NBA 's one - and - done rule , which prohibits players from entering the draft before they 're 19 and at least one year removed from high school . He also suggested it 's time for the NCAA 's power conferences to figure out a way to pay football and basketball players , and to police recruiting on their own . "" The NCAA can do all the Olympic sports , but football and men 's basketball , the power conferences have to run that themselves , because they 'll police that , they 'll monitor it , "" Williams said . "" Obviously the NCAA ca n't do it . They 've proven it time after time after time that they ca n't monitor anything . We 're talking , say , 75 teams that should be able to handle things themselves , have their own rules , pay the players if they want to , just do it that way . For so long , the NCAA kept telling you that a field hockey player should be treated the same as a guy who 's going to be a first - round pick in the lottery . Who 's kidding who ? Let 's get serious : This is 2018 . "" Thanks to Inside Maryland Sports for sharing .",I know the Ayton allegations were dismissed by him but the advent of sneaker companies acting as intermeidaries has complicted the investigation .,"Oh wow , I would think so .",hallucination,"disclosure,ack."
"Williams said fixing the problem starts with eliminating the NBA 's one - and - done rule , which prohibits players from entering the draft before they 're 19 and at least one year removed from high school . He also suggested it 's time for the NCAA 's power conferences to figure out a way to pay football and basketball players , and to police recruiting on their own . "" The NCAA can do all the Olympic sports , but football and men 's basketball , the power conferences have to run that themselves , because they 'll police that , they 'll monitor it , "" Williams said . "" Obviously the NCAA ca n't do it . They 've proven it time after time after time that they ca n't monitor anything . We 're talking , say , 75 teams that should be able to handle things themselves , have their own rules , pay the players if they want to , just do it that way . For so long , the NCAA kept telling you that a field hockey player should be treated the same as a guy who 's going to be a first - round pick in the lottery . Who 's kidding who ? Let 's get serious : This is 2018 . "" Thanks to Inside Maryland Sports for sharing . ","I agree . I think they should let the kids forgo their scholarship and make money instead . Can you imagine how much money some of these kids could make ? And if it were'nt for the FBI , this Arizona / Sean Miller / Ayton scandal would not have been know . It 's ridiculous .",That is crazy ! That is crazy ! Do you think the NCAA should have the power to run the games ?,hallucination,"disclosure,question,ack."
"Basketball is a team sport in which two teams , most commonly of five players each , opposing one another on a rectangular court , compete with the primary objective of shooting a basketball ( approximately 9.4 inches ( 24 cm ) in diameter ) through the defender 's hoop ( a basket 18 inches ( 46 cm ) in diameter mounted 10 feet ( 3.048 m ) high to a backboard at each end of the court ) while preventing the opposing team from shooting through their own hoop .   A field goal is worth two points , unless made from behind the three - point line , when it is worth three .   After a foul , timed play stops and the player fouled or designated to shoot a technical foul is given one or more one - point free throws .   The team with the most points at the end of the game wins , but if regulation play expires with the score tied , an additional period of play ( overtime ) is mandated . Kareem Abdul - Jabbar 's dominant use of the dunk got the shot banned from college basketball for over a decade . James Naismith , the inventor of basketball , is the only losing coach in the University of Kansas 's history in 39 out of 50 states , the highest paid state employee is either a college football or basketball coach . the US Supreme Court building has a basketball court on the top floor known as "" The Highest Court in the Land "" the New Zealand basketball team are nicknamed the "" Tall Blacks """,Yeah . I wonder how successful teams like Duke can be at that high level and not break rules ...,Yeah the coaches do nt make a lot of money and it is a very expensive game .,hallucination,"edification,ack."
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",I know . I wish there was more they could get ...,Do you like to watch football ? It is so interesting that the University of Iowa painted the visiting locker room pink !,"entailment,hallucination","question,disclosure"
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","Yeah . The only good thing about this model is that it pays for the lesser sports , like swimming and volleyball .","Yeah , that 's good . I wonder if the average visitor to Iowa has a pink locker room ?",hallucination,"disclosure,question,ack.,confirmation"
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",I did not . I was also shocked to find out the university of iowa 's locker room for visiting football teams is completely painted pink,That is pretty crazy ! I never knew that . That 's the only way I know of to make fun of that !,hallucination,"disclosure,ack.,confirmation"
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",Its crazy that in the 1960 's top bowlers made twice as much as top football stars . Look where the money is now,"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal ","entailment,uncooperative",edification
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",Or that the highest score ever in a football game occurred in 1916 when georgia tech defeated cumberland 222 - 0 . Do n't you have to pull the qb when you 're down 60 ?,I do n't have to .   That 's crazy .   Maybe we should just let bowlers make more money by painting their locker rooms pink ?,hallucination,"disclosure,question,ack.,confirmation"
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width . When radio waves strike an electrical conductor , the oscillating fields induce an alternating current in the conductor . The information in the waves can be extracted and transformed back into its original form . Jupiter has radio storms so strong that they can be picked up and heard by an AM radio . according to Canadian law , all radios are required to have at least 40 % of the music played be Canadian . soldiers in WWII made simple radios using a razorblade and pencil as the diode , dubbing them Foxhole Radios . there is a website where you can listen to thousands of episodes of classic radio dramas for free That since 1989 a Finnish radio station has broadcast ' Nuntii Latini ' - a weekly news programme conducted entirely in Classical Latin",HA That ' would have lasted for ever ... Like listening to nuntii latini - a weekly news programme conducted entirely in classical latin,"lol   You can also listen to the storms from Jupiter , can you hear them ?",entailment,"edification,question,ack."
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",[],Hi there ! Do you watch football at all ?,entailment,"question,ack."
"The cat ( Felis catus , or Felis silvestris catus , literally "" woodland cat "" ) , often referred to as the domestic cat to distinguish from other felids and felines , is a small , typically furry , carnivorous mammal . It is often called house cat when kept as indoor pet or feral / feral domestic cat when wild . It is often valued by humans for companionship and for its ability to hunt vermin . There are more than seventy cat breeds recognized by various cat registries . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .","Yeah , cats are cool . Do you own one ?","Hello there , yes I do .   Did you know that the cat in the Godfather 1 opening scene was a stray that was found on set ?",hallucination,"disclosure,question,ack.,confirmation"
"Failure to control the breeding of pet cats by spaying and neutering , as well as the abandonment of former household pets , has resulted in large numbers of feral cats worldwide , requiring population control .   In certain areas outside cats ' native range , this has contributed , along with habitat destruction and other factors , to the extinction of many bird species .   Cats have been known to extirpate a bird species within specific regions and may have contributed to the extinction of isolated island populations .   Results of a genetic study in 2007 showed that all domestic cats descended from the Near Eastern wildcat and diverged around 8000 BC in the Middle East .   A 2017 study confirmed that domestic cats are descendants of those first domesticated by farmers in the Near East around 9,000 years ago . As of a 2007 study , cats are the second - most popular pet in the U.S. by number of pets owned , after freshwater fish . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .","No , but many of my friends do have one or more , they sleep a lot",Yeah they can be a great exercise partner ! They can also be a cat person .,hallucination,"disclosure,edification,ack."
"The cat ( Felis catus , or Felis silvestris catus , literally "" woodland cat "" ) , often referred to as the domestic cat to distinguish from other felids and felines , is a small , typically furry , carnivorous mammal . It is often called house cat when kept as indoor pet or feral / feral domestic cat when wild . It is often valued by humans for companionship and for its ability to hunt vermin . There are more than seventy cat breeds recognized by various cat registries . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .","Apparently , after living for 15 years , 10 of it is from sleeping .","that is amazing ! ! ! what a strange life , that cat was a coauthor on the Godfather 1 and was actually a stray",hallucination,"disclosure,edification,ack."
"Failure to control the breeding of pet cats by spaying and neutering , as well as the abandonment of former household pets , has resulted in large numbers of feral cats worldwide , requiring population control .   In certain areas outside cats ' native range , this has contributed , along with habitat destruction and other factors , to the extinction of many bird species .   Cats have been known to extirpate a bird species within specific regions and may have contributed to the extinction of isolated island populations .   Results of a genetic study in 2007 showed that all domestic cats descended from the Near Eastern wildcat and diverged around 8000 BC in the Middle East .   A 2017 study confirmed that domestic cats are descendants of those first domesticated by farmers in the Near East around 9,000 years ago . As of a 2007 study , cats are the second - most popular pet in the U.S. by number of pets owned , after freshwater fish . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .","That is a lot . Did you know there is a town , where the Mayor is a cat ?",I did n't know that . Do you know why the cat is called Stubbs ?,entailment,"disclosure,question,ack."
"The cat ( Felis catus , or Felis silvestris catus , literally "" woodland cat "" ) , often referred to as the domestic cat to distinguish from other felids and felines , is a small , typically furry , carnivorous mammal . It is often called house cat when kept as indoor pet or feral / feral domestic cat when wild . It is often valued by humans for companionship and for its ability to hunt vermin . There are more than seventy cat breeds recognized by various cat registries . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .","I think that is in Alaska , right ?",Yes they have a cat mayor . I guess the mayor of Talkeetna had a stray cat as mayor !,"entailment,hallucination","edification,ack.,confirmation"
"Failure to control the breeding of pet cats by spaying and neutering , as well as the abandonment of former household pets , has resulted in large numbers of feral cats worldwide , requiring population control .   In certain areas outside cats ' native range , this has contributed , along with habitat destruction and other factors , to the extinction of many bird species .   Cats have been known to extirpate a bird species within specific regions and may have contributed to the extinction of isolated island populations .   Results of a genetic study in 2007 showed that all domestic cats descended from the Near Eastern wildcat and diverged around 8000 BC in the Middle East .   A 2017 study confirmed that domestic cats are descendants of those first domesticated by farmers in the Near East around 9,000 years ago . As of a 2007 study , cats are the second - most popular pet in the U.S. by number of pets owned , after freshwater fish . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .","Yes , the town is Talkeetna , and the cat has been major since 1997",Yes .   It 's been a good chat .   I hope you have a good day !,hallucination,"disclosure,ack.,confirmation"
"The cat ( Felis catus , or Felis silvestris catus , literally "" woodland cat "" ) , often referred to as the domestic cat to distinguish from other felids and felines , is a small , typically furry , carnivorous mammal . It is often called house cat when kept as indoor pet or feral / feral domestic cat when wild . It is often valued by humans for companionship and for its ability to hunt vermin . There are more than seventy cat breeds recognized by various cat registries . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set . ","Wow , I wonder if he has to make a lot of executive decisions ?",I bet he does . Did you know that the town of Talkeetna Alaska has had a cat named Stubbs as its mayor since 1997 ?,"entailment,hallucination","disclosure,question,ack."
"Failure to control the breeding of pet cats by spaying and neutering , as well as the abandonment of former household pets , has resulted in large numbers of feral cats worldwide , requiring population control .   In certain areas outside cats ' native range , this has contributed , along with habitat destruction and other factors , to the extinction of many bird species .   Cats have been known to extirpate a bird species within specific regions and may have contributed to the extinction of isolated island populations .   Results of a genetic study in 2007 showed that all domestic cats descended from the Near Eastern wildcat and diverged around 8000 BC in the Middle East .   A 2017 study confirmed that domestic cats are descendants of those first domesticated by farmers in the Near East around 9,000 years ago . As of a 2007 study , cats are the second - most popular pet in the U.S. by number of pets owned , after freshwater fish . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .",I guess he is a very honest major . I would like to go to a cafe where one can play with cats !,I would love to play with cats ! Did you know there are cat cafes in Japan and Taiwan where people can pay hourly to play with cats ?,"entailment,hallucination","question,disclosure"
"The cat ( Felis catus , or Felis silvestris catus , literally "" woodland cat "" ) , often referred to as the domestic cat to distinguish from other felids and felines , is a small , typically furry , carnivorous mammal . It is often called house cat when kept as indoor pet or feral / feral domestic cat when wild . It is often valued by humans for companionship and for its ability to hunt vermin . There are more than seventy cat breeds recognized by various cat registries . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .","yeah , me too . They had a cat in the opening scene of the godfather .",That is so funny ! That is so funny ! Did you know that the cat in the Godfather 1 opening scene was a stray that was found on set ? That 's pretty wild !,"entailment,hallucination","disclosure,question,ack."
"Failure to control the breeding of pet cats by spaying and neutering , as well as the abandonment of former household pets , has resulted in large numbers of feral cats worldwide , requiring population control .   In certain areas outside cats ' native range , this has contributed , along with habitat destruction and other factors , to the extinction of many bird species .   Cats have been known to extirpate a bird species within specific regions and may have contributed to the extinction of isolated island populations .   Results of a genetic study in 2007 showed that all domestic cats descended from the Near Eastern wildcat and diverged around 8000 BC in the Middle East .   A 2017 study confirmed that domestic cats are descendants of those first domesticated by farmers in the Near East around 9,000 years ago . As of a 2007 study , cats are the second - most popular pet in the U.S. by number of pets owned , after freshwater fish . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .",Did you know a cat was once named co - author of a book ?,Failure to control the breeding of pet cats by spaying and neutering,"entailment,uncooperative",edification
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","Yeah , but a physicist right ? I wonder why though ?",Maybe he wanted to show off his advanced physics skills ! Maybe he was a good coach ?,hallucination,"question,edification"
"Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football .   These different variations of football are known as football codes .   There are a number of references to traditional , ancient , or prehistoric ball games played by indigenous peoples in many different parts of the world .   Contemporary codes of football can be traced back to the codification of these games at English public schools during the nineteenth century .   By the end of the nineteenth century , distinct regional codes were already developing : Gaelic football , for example , deliberately incorporated the rules of local traditional football games in order to maintain their heritage .   During the twentieth century , several of the various kinds of football grew to become some of the most popular team sports in the world . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career . ",That is right ! Hey do you like football ?,Sports commonly called football in certain places include association footbal,"entailment,uncooperative",edification
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","I do . I watched the superbowl a few weeks ago , kind of boring for the big game .","Yes , the Patriots beat Cumberland 222 - 0 . That is pretty crazy .",hallucination,"disclosure,edification,ack.,confirmation"
"Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football .   These different variations of football are known as football codes .   There are a number of references to traditional , ancient , or prehistoric ball games played by indigenous peoples in many different parts of the world .   Contemporary codes of football can be traced back to the codification of these games at English public schools during the nineteenth century .   By the end of the nineteenth century , distinct regional codes were already developing : Gaelic football , for example , deliberately incorporated the rules of local traditional football games in order to maintain their heritage .   During the twentieth century , several of the various kinds of football grew to become some of the most popular team sports in the world . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",Season is over ! ! when the season starts they only rest one weekend !,Are you a football fan ?   Did you know that bowlers made more money than football players in the 1960s ?,entailment,question
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","Yeah , well apparently Iowa paints their locker room pink for visiting teams .",That is weird .   That is a way to get attention for their team .,hallucination,"disclosure,edification,ack."
"Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football .   These different variations of football are known as football codes .   There are a number of references to traditional , ancient , or prehistoric ball games played by indigenous peoples in many different parts of the world .   Contemporary codes of football can be traced back to the codification of these games at English public schools during the nineteenth century .   By the end of the nineteenth century , distinct regional codes were already developing : Gaelic football , for example , deliberately incorporated the rules of local traditional football games in order to maintain their heritage .   During the twentieth century , several of the various kinds of football grew to become some of the most popular team sports in the world . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","That is so funny , they want to intimidate the visitors , right ?",Sports commonly called football in certain places include association footbal,"entailment,uncooperative",edification
"The National Football League ( NFL ) is a professional American football league consisting of 32 teams , divided equally between the National Football Conference ( NFC ) and the American Football Conference ( AFC ) . The NFL is one of the four major professional sports leagues in North America , and the highest professional level of American football in the world . The NFL 's 17 - week regular season runs from early September to late December , with each team playing 16 games and having one bye week . Following the conclusion of the regular season , six teams from each conference ( four division winners and two wild card teams ) advance to the playoffs , a single - elimination tournament culminating in the Super Bowl , which is usually held in the first Sunday in February , and is played between the champions of the NFC and AFC . the NFL has no written rule against female players ; women would in fact be allowed if they met the league 's eligibility requirements . an average NFL game only has 11 minutes of live gameplay The Average Lifetime Earnings of an Engineer ( $ 5,016,723 ) is higher than the average lifetime earnings of an NFL Player($3,010,000 ) and an average MLB player ( $ 2,912,000 ) . Furthermore , for the elite engineers have higher average career earnings than NBA players $ 13,533,236 vs. $ 12,027,456 . New Orleans Saints cheerleaders are forbidden from eating in the same restaurant as any NFL player and if they are already dining at a restaurant and an NFL player comes in after , the cheerleaders are required to leave . the NFL uses tracking chips embedded in players shoulder pads to record a players every move on the field . They are also located inside footballs to track : velocity , rotation , ball speed and location .","Yeah , it sounds like it . I 'm surprised it is allowed , are n't you ?","Yeah , it 's the highest paid player in the league .",hallucination,"edification,ack.,confirmation"
"The National Football League ( NFL ) is a professional American football league consisting of 32 teams , divided equally between the National Football Conference ( NFC ) and the American Football Conference ( AFC ) .   The NFL is one of the four major professional sports leagues in North America , and the highest professional level of American football in the world .   Following the conclusion of the regular season , six teams from each conference ( four division winners and two wild card teams ) advance to the playoffs , a single - elimination tournament culminating in the Super Bowl , which is usually held in the first Sunday in February , and is played between the champions of the NFC and AFC .   The NFL was formed in 1920 as the American Professional Football Association ( APFA ) before renaming itself the National Football League for the 1922 season .   The NFL agreed to merge with the American Football League ( AFL ) in 1966 , and the first Super Bowl was held at the end of that season ; the merger was completed in 1970 . the NFL has no written rule against female players ; women would in fact be allowed if they met the league 's eligibility requirements . an average NFL game only has 11 minutes of live gameplay The Average Lifetime Earnings of an Engineer ( $ 5,016,723 ) is higher than the average lifetime earnings of an NFL Player($3,010,000 ) and an average MLB player ( $ 2,912,000 ) . Furthermore , for the elite engineers have higher average career earnings than NBA players $ 13,533,236 vs. $ 12,027,456 . New Orleans Saints cheerleaders are forbidden from eating in the same restaurant as any NFL player and if they are already dining at a restaurant and an NFL player comes in after , the cheerleaders are required to leave . the NFL uses tracking chips embedded in players shoulder pads to record a players every move on the field . They are also located inside footballs to track : velocity , rotation , ball speed and location .","They allow many things , did you know the NFL would allow a woman to play , there is no rule against",The National Football League ( NFL ) is a professional American football league ,"entailment,uncooperative",edification
"The National Football League ( NFL ) is a professional American football league consisting of 32 teams , divided equally between the National Football Conference ( NFC ) and the American Football Conference ( AFC ) . The NFL is one of the four major professional sports leagues in North America , and the highest professional level of American football in the world . The NFL 's 17 - week regular season runs from early September to late December , with each team playing 16 games and having one bye week . Following the conclusion of the regular season , six teams from each conference ( four division winners and two wild card teams ) advance to the playoffs , a single - elimination tournament culminating in the Super Bowl , which is usually held in the first Sunday in February , and is played between the champions of the NFC and AFC . the NFL has no written rule against female players ; women would in fact be allowed if they met the league 's eligibility requirements . an average NFL game only has 11 minutes of live gameplay The Average Lifetime Earnings of an Engineer ( $ 5,016,723 ) is higher than the average lifetime earnings of an NFL Player($3,010,000 ) and an average MLB player ( $ 2,912,000 ) . Furthermore , for the elite engineers have higher average career earnings than NBA players $ 13,533,236 vs. $ 12,027,456 . New Orleans Saints cheerleaders are forbidden from eating in the same restaurant as any NFL player and if they are already dining at a restaurant and an NFL player comes in after , the cheerleaders are required to leave . the NFL uses tracking chips embedded in players shoulder pads to record a players every move on the field . They are also located inside footballs to track : velocity , rotation , ball speed and location .","Wow , no I did n't know that . Have there been any female players ?","Yeah and it is actually 11 minutes of gameplay , that is so much",hallucination,"disclosure,edification,ack.,confirmation"
