knowledge,history,gpt2,begin_label,vrm_label
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",I did not . I was also shocked to find out the university of iowa 's locker room for visiting football teams is completely painted pink,"Hi, I was too.  I didn't know that.  Did you know that the highest score ever in a football game occurred in 1916 when georgia tech defeated cumberland 222-0?",hallucination,"disclosure,question,ack."
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",Its crazy that in the 1960 's top bowlers made twice as much as top football stars . Look where the money is now,It's crazy.  Do you watch football?,hallucination,"question,disclosure"
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",Or that the highest score ever in a football game occurred in 1916 when georgia tech defeated cumberland 222 - 0 . Do n't you have to pull the qb when you 're down 60 ?,"I have no idea, what is the score?",generic,"question,disclosure"
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width . When radio waves strike an electrical conductor , the oscillating fields induce an alternating current in the conductor . The information in the waves can be extracted and transformed back into its original form . Jupiter has radio storms so strong that they can be picked up and heard by an AM radio . according to Canadian law , all radios are required to have at least 40 % of the music played be Canadian . soldiers in WWII made simple radios using a razorblade and pencil as the diode , dubbing them Foxhole Radios . there is a website where you can listen to thousands of episodes of classic radio dramas for free That since 1989 a Finnish radio station has broadcast ' Nuntii Latini ' - a weekly news programme conducted entirely in Classical Latin",HA That ' would have lasted for ever ... Like listening to nuntii latini - a weekly news programme conducted entirely in classical latin,I would like to hear that! I would also like to hear that Jupiter has radio storms so strong that they can be picked up and heard by an am radio.,hallucination,"disclosure,ack."
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",,Are you a fan of football?,entailment,question
"The cat ( Felis catus , or Felis silvestris catus , literally "" woodland cat "" ) , often referred to as the domestic cat to distinguish from other felids and felines , is a small , typically furry , carnivorous mammal . It is often called house cat when kept as indoor pet or feral / feral domestic cat when wild . It is often valued by humans for companionship and for its ability to hunt vermin . There are more than seventy cat breeds recognized by various cat registries . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .","Yeah , cats are cool . Do you own one ?",I have two cats. I don't like them too much though. Do you have a favorite cat?,hallucination,"question,disclosure"
"Failure to control the breeding of pet cats by spaying and neutering , as well as the abandonment of former household pets , has resulted in large numbers of feral cats worldwide , requiring population control .   In certain areas outside cats ' native range , this has contributed , along with habitat destruction and other factors , to the extinction of many bird species .   Cats have been known to extirpate a bird species within specific regions and may have contributed to the extinction of isolated island populations .   Results of a genetic study in 2007 showed that all domestic cats descended from the Near Eastern wildcat and diverged around 8000 BC in the Middle East .   A 2017 study confirmed that domestic cats are descendants of those first domesticated by farmers in the Near East around 9,000 years ago . As of a 2007 study , cats are the second - most popular pet in the U.S. by number of pets owned , after freshwater fish . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .","No , but many of my friends do have one or more , they sleep a lot","I agree, cats are amazing, they are my favorite pet, what about you?",hallucination,"disclosure,question,ack.,confirmation"
"The cat ( Felis catus , or Felis silvestris catus , literally "" woodland cat "" ) , often referred to as the domestic cat to distinguish from other felids and felines , is a small , typically furry , carnivorous mammal . It is often called house cat when kept as indoor pet or feral / feral domestic cat when wild . It is often valued by humans for companionship and for its ability to hunt vermin . There are more than seventy cat breeds recognized by various cat registries . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .","Apparently , after living for 15 years , 10 of it is from sleeping .",Hi! I didn't know that! Did you know the cat in the opening scene of the godfather was a stray that was found on the set?,hallucination,"disclosure,question,ack."
"Failure to control the breeding of pet cats by spaying and neutering , as well as the abandonment of former household pets , has resulted in large numbers of feral cats worldwide , requiring population control .   In certain areas outside cats ' native range , this has contributed , along with habitat destruction and other factors , to the extinction of many bird species .   Cats have been known to extirpate a bird species within specific regions and may have contributed to the extinction of isolated island populations .   Results of a genetic study in 2007 showed that all domestic cats descended from the Near Eastern wildcat and diverged around 8000 BC in the Middle East .   A 2017 study confirmed that domestic cats are descendants of those first domesticated by farmers in the Near East around 9,000 years ago . As of a 2007 study , cats are the second - most popular pet in the U.S. by number of pets owned , after freshwater fish . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .","That is a lot . Did you know there is a town , where the Mayor is a cat ?","Hello,  I did not know that.  I read somewhere that a cat was the opening scene of the godfather 1.  I wonder if that was any good.",hallucination,"disclosure,ack."
"The cat ( Felis catus , or Felis silvestris catus , literally "" woodland cat "" ) , often referred to as the domestic cat to distinguish from other felids and felines , is a small , typically furry , carnivorous mammal . It is often called house cat when kept as indoor pet or feral / feral domestic cat when wild . It is often valued by humans for companionship and for its ability to hunt vermin . There are more than seventy cat breeds recognized by various cat registries . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .","I think that is in Alaska , right ?","It is. Did you know that a cat is the mayor of a town in Talkeetna, Alaska?",entailment,"question,ack.,confirmation"
"Failure to control the breeding of pet cats by spaying and neutering , as well as the abandonment of former household pets , has resulted in large numbers of feral cats worldwide , requiring population control .   In certain areas outside cats ' native range , this has contributed , along with habitat destruction and other factors , to the extinction of many bird species .   Cats have been known to extirpate a bird species within specific regions and may have contributed to the extinction of isolated island populations .   Results of a genetic study in 2007 showed that all domestic cats descended from the Near Eastern wildcat and diverged around 8000 BC in the Middle East .   A 2017 study confirmed that domestic cats are descendants of those first domesticated by farmers in the Near East around 9,000 years ago . As of a 2007 study , cats are the second - most popular pet in the U.S. by number of pets owned , after freshwater fish . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .","Yes , the town is Talkeetna , and the cat has been major since 1997","Hi, I am learning to love cats!  I was surprised to learn that there are cat cafes in Japan and Taiwan where people can pay hourly to play with cats and have drinks!",hallucination,"disclosure,ack."
"The cat ( Felis catus , or Felis silvestris catus , literally "" woodland cat "" ) , often referred to as the domestic cat to distinguish from other felids and felines , is a small , typically furry , carnivorous mammal . It is often called house cat when kept as indoor pet or feral / feral domestic cat when wild . It is often valued by humans for companionship and for its ability to hunt vermin . There are more than seventy cat breeds recognized by various cat registries . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set . ","Wow , I wonder if he has to make a lot of executive decisions ?",That's a good question.       He might not have to.     He could be a cat connoisseur.,hallucination,"edification,ack."
"Failure to control the breeding of pet cats by spaying and neutering , as well as the abandonment of former household pets , has resulted in large numbers of feral cats worldwide , requiring population control .   In certain areas outside cats ' native range , this has contributed , along with habitat destruction and other factors , to the extinction of many bird species .   Cats have been known to extirpate a bird species within specific regions and may have contributed to the extinction of isolated island populations .   Results of a genetic study in 2007 showed that all domestic cats descended from the Near Eastern wildcat and diverged around 8000 BC in the Middle East .   A 2017 study confirmed that domestic cats are descendants of those first domesticated by farmers in the Near East around 9,000 years ago . As of a 2007 study , cats are the second - most popular pet in the U.S. by number of pets owned , after freshwater fish . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .",I guess he is a very honest major . I would like to go to a cafe where one can play with cats !,"I think so too.  I'm sure he is a good deal, but I bet there are a lot of people who would love to have a pet cat.",hallucination,"disclosure,edification,ack.,confirmation"
"The cat ( Felis catus , or Felis silvestris catus , literally "" woodland cat "" ) , often referred to as the domestic cat to distinguish from other felids and felines , is a small , typically furry , carnivorous mammal . It is often called house cat when kept as indoor pet or feral / feral domestic cat when wild . It is often valued by humans for companionship and for its ability to hunt vermin . There are more than seventy cat breeds recognized by various cat registries . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .","yeah , me too . They had a cat in the opening scene of the godfather .","Wow, that is awesome! Did you know that there is a town in Alaska that has a cat as their mayor?",hallucination,"disclosure,question,ack."
"Failure to control the breeding of pet cats by spaying and neutering , as well as the abandonment of former household pets , has resulted in large numbers of feral cats worldwide , requiring population control .   In certain areas outside cats ' native range , this has contributed , along with habitat destruction and other factors , to the extinction of many bird species .   Cats have been known to extirpate a bird species within specific regions and may have contributed to the extinction of isolated island populations .   Results of a genetic study in 2007 showed that all domestic cats descended from the Near Eastern wildcat and diverged around 8000 BC in the Middle East .   A 2017 study confirmed that domestic cats are descendants of those first domesticated by farmers in the Near East around 9,000 years ago . As of a 2007 study , cats are the second - most popular pet in the U.S. by number of pets owned , after freshwater fish . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .",Did you know a cat was once named co - author of a book ?,I didn't know that.  That is so interesting.  I also read that cats have been known to extirpate a bird species within specific regions and may have contributed to the extinction of some bird species.,hallucination,"disclosure,ack."
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","Yeah , but a physicist right ? I wonder why though ?",I think he was trying to figure out how the heck the heck he did it. I would like to see a game where he was bowling.,hallucination,"disclosure,edification"
"Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football .   These different variations of football are known as football codes .   There are a number of references to traditional , ancient , or prehistoric ball games played by indigenous peoples in many different parts of the world .   Contemporary codes of football can be traced back to the codification of these games at English public schools during the nineteenth century .   By the end of the nineteenth century , distinct regional codes were already developing : Gaelic football , for example , deliberately incorporated the rules of local traditional football games in order to maintain their heritage .   During the twentieth century , several of the various kinds of football grew to become some of the most popular team sports in the world . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career . ",That is right ! Hey do you like football ?,"Hello there, I do like football, what about you?",hallucination,"disclosure,ack."
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","I do . I watched the superbowl a few weeks ago , kind of boring for the big game .",It was boring for sure.  It was like a lot of standing around and waiting for the first down.,hallucination,"disclosure,edification,ack."
"Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football .   These different variations of football are known as football codes .   There are a number of references to traditional , ancient , or prehistoric ball games played by indigenous peoples in many different parts of the world .   Contemporary codes of football can be traced back to the codification of these games at English public schools during the nineteenth century .   By the end of the nineteenth century , distinct regional codes were already developing : Gaelic football , for example , deliberately incorporated the rules of local traditional football games in order to maintain their heritage .   During the twentieth century , several of the various kinds of football grew to become some of the most popular team sports in the world . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",Season is over ! ! when the season starts they only rest one weekend !,"Hello,  do you watch football?",generic,"question,ack."
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","Yeah , well apparently Iowa paints their locker room pink for visiting teams .","That's funny, I wonder how that works.",hallucination,"disclosure,ack."
"Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football .   These different variations of football are known as football codes .   There are a number of references to traditional , ancient , or prehistoric ball games played by indigenous peoples in many different parts of the world .   Contemporary codes of football can be traced back to the codification of these games at English public schools during the nineteenth century .   By the end of the nineteenth century , distinct regional codes were already developing : Gaelic football , for example , deliberately incorporated the rules of local traditional football games in order to maintain their heritage .   During the twentieth century , several of the various kinds of football grew to become some of the most popular team sports in the world . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","That is so funny , they want to intimidate the visitors , right ?","Football has been around since prehistoric times, but I think there are some rules that were developed by people from other cultures.",hallucination,edification
"The National Football League ( NFL ) is a professional American football league consisting of 32 teams , divided equally between the National Football Conference ( NFC ) and the American Football Conference ( AFC ) . The NFL is one of the four major professional sports leagues in North America , and the highest professional level of American football in the world . The NFL 's 17 - week regular season runs from early September to late December , with each team playing 16 games and having one bye week . Following the conclusion of the regular season , six teams from each conference ( four division winners and two wild card teams ) advance to the playoffs , a single - elimination tournament culminating in the Super Bowl , which is usually held in the first Sunday in February , and is played between the champions of the NFC and AFC . the NFL has no written rule against female players ; women would in fact be allowed if they met the league 's eligibility requirements . an average NFL game only has 11 minutes of live gameplay The Average Lifetime Earnings of an Engineer ( $ 5,016,723 ) is higher than the average lifetime earnings of an NFL Player($3,010,000 ) and an average MLB player ( $ 2,912,000 ) . Furthermore , for the elite engineers have higher average career earnings than NBA players $ 13,533,236 vs. $ 12,027,456 . New Orleans Saints cheerleaders are forbidden from eating in the same restaurant as any NFL player and if they are already dining at a restaurant and an NFL player comes in after , the cheerleaders are required to leave . the NFL uses tracking chips embedded in players shoulder pads to record a players every move on the field . They are also located inside footballs to track : velocity , rotation , ball speed and location .","Yeah , it sounds like it . I 'm surprised it is allowed , are n't you ?",I am not sure I agree with you either. It is a really high level of sports I think.,hallucination,"disclosure,edification,ack."
"The National Football League ( NFL ) is a professional American football league consisting of 32 teams , divided equally between the National Football Conference ( NFC ) and the American Football Conference ( AFC ) .   The NFL is one of the four major professional sports leagues in North America , and the highest professional level of American football in the world .   Following the conclusion of the regular season , six teams from each conference ( four division winners and two wild card teams ) advance to the playoffs , a single - elimination tournament culminating in the Super Bowl , which is usually held in the first Sunday in February , and is played between the champions of the NFC and AFC .   The NFL was formed in 1920 as the American Professional Football Association ( APFA ) before renaming itself the National Football League for the 1922 season .   The NFL agreed to merge with the American Football League ( AFL ) in 1966 , and the first Super Bowl was held at the end of that season ; the merger was completed in 1970 . the NFL has no written rule against female players ; women would in fact be allowed if they met the league 's eligibility requirements . an average NFL game only has 11 minutes of live gameplay The Average Lifetime Earnings of an Engineer ( $ 5,016,723 ) is higher than the average lifetime earnings of an NFL Player($3,010,000 ) and an average MLB player ( $ 2,912,000 ) . Furthermore , for the elite engineers have higher average career earnings than NBA players $ 13,533,236 vs. $ 12,027,456 . New Orleans Saints cheerleaders are forbidden from eating in the same restaurant as any NFL player and if they are already dining at a restaurant and an NFL player comes in after , the cheerleaders are required to leave . the NFL uses tracking chips embedded in players shoulder pads to record a players every move on the field . They are also located inside footballs to track : velocity , rotation , ball speed and location .","They allow many things , did you know the NFL would allow a woman to play , there is no rule against",I think it would be nice to see a woman as a kicker. I wonder if they could use the tracking chips embedded in players shoulder pads to track their movement.,hallucination,"disclosure,ack.,confirmation"
"The National Football League ( NFL ) is a professional American football league consisting of 32 teams , divided equally between the National Football Conference ( NFC ) and the American Football Conference ( AFC ) . The NFL is one of the four major professional sports leagues in North America , and the highest professional level of American football in the world . The NFL 's 17 - week regular season runs from early September to late December , with each team playing 16 games and having one bye week . Following the conclusion of the regular season , six teams from each conference ( four division winners and two wild card teams ) advance to the playoffs , a single - elimination tournament culminating in the Super Bowl , which is usually held in the first Sunday in February , and is played between the champions of the NFC and AFC . the NFL has no written rule against female players ; women would in fact be allowed if they met the league 's eligibility requirements . an average NFL game only has 11 minutes of live gameplay The Average Lifetime Earnings of an Engineer ( $ 5,016,723 ) is higher than the average lifetime earnings of an NFL Player($3,010,000 ) and an average MLB player ( $ 2,912,000 ) . Furthermore , for the elite engineers have higher average career earnings than NBA players $ 13,533,236 vs. $ 12,027,456 . New Orleans Saints cheerleaders are forbidden from eating in the same restaurant as any NFL player and if they are already dining at a restaurant and an NFL player comes in after , the cheerleaders are required to leave . the NFL uses tracking chips embedded in players shoulder pads to record a players every move on the field . They are also located inside footballs to track : velocity , rotation , ball speed and location .","Wow , no I did n't know that . Have there been any female players ?","Hello, I have heard of them but I don't know if they have played in the NFL.",hallucination,"disclosure,ack."
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width . When radio waves strike an electrical conductor , the oscillating fields induce an alternating current in the conductor . The information in the waves can be extracted and transformed back into its original form . Jupiter has radio storms so strong that they can be picked up and heard by an AM radio . according to Canadian law , all radios are required to have at least 40 % of the music played be Canadian . soldiers in WWII made simple radios using a razorblade and pencil as the diode , dubbing them Foxhole Radios . there is a website where you can listen to thousands of episodes of classic radio dramas for free That since 1989 a Finnish radio station has broadcast ' Nuntii Latini ' - a weekly news programme conducted entirely in Classical Latin",,"Hi, how are you? Do you listen to the radio?",generic,"question,ack."
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width . When radio waves strike an electrical conductor , the oscillating fields induce an alternating current in the conductor . The information in the waves can be extracted and transformed back into its original form . a Hanson song became a most requested track on a Chicago alt - rock radio station because DJs did not reveal the band one of the most popular radio acts of the 1930s was a ventriloquist , a fact which baffled contemporary critics . Bill Murray voiced the Human Torch in the 1970 's Fantastic Four radio show it 's estimated that Bing Crosby recordings filled more than half of the radio time allocated to recorded music in 1948 . there is a radio station that translates solar activity into sound and you can listen live to the sun 's music",Radio is such a fascinating technology .,I love it.  Did you know that the most popular radio acts of the 1930s was a ventriloquist act?,hallucination,"question,disclosure"
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width . When radio waves strike an electrical conductor , the oscillating fields induce an alternating current in the conductor . The information in the waves can be extracted and transformed back into its original form . a Hanson song became a most requested track on a Chicago alt - rock radio station because DJs did not reveal the band one of the most popular radio acts of the 1930s was a ventriloquist , a fact which baffled contemporary critics . Bill Murray voiced the Human Torch in the 1970 's Fantastic Four radio show it 's estimated that Bing Crosby recordings filled more than half of the radio time allocated to recorded music in 1948 . there is a radio station that translates solar activity into sound and you can listen live to the sun 's music",That is so cool ! I always thought that would be a very stressful job since you are always live on the air .,"hi, how are you? i am good. you? i cant imagine. what would it be like to be a ventriloquist?",hallucination,"disclosure,question,ack."
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width . When radio waves strike an electrical conductor , the oscillating fields induce an alternating current in the conductor . The information in the waves can be extracted and transformed back into its original form . Jupiter has radio storms so strong that they can be picked up and heard by an AM radio . according to Canadian law , all radios are required to have at least 40 % of the music played be Canadian . soldiers in WWII made simple radios using a razorblade and pencil as the diode , dubbing them Foxhole Radios . there is a website where you can listen to thousands of episodes of classic radio dramas for free That since 1989 a Finnish radio station has broadcast ' Nuntii Latini ' - a weekly news programme conducted entirely in Classical Latin","It could be at times , I remember when I was at the Ohio School for Radio back in the 80 's . I had to do the earliest show , and it was one thing waking up so early to do a 6 am shift , let alone the teachers taking out the needles for the records , so I could n't play anything and had to talk .",Do you listen to the radio?,generic,question
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width . When radio waves strike an electrical conductor , the oscillating fields induce an alternating current in the conductor . The information in the waves can be extracted and transformed back into its original form . a Hanson song became a most requested track on a Chicago alt - rock radio station because DJs did not reveal the band one of the most popular radio acts of the 1930s was a ventriloquist , a fact which baffled contemporary critics . Bill Murray voiced the Human Torch in the 1970 's Fantastic Four radio show it 's estimated that Bing Crosby recordings filled more than half of the radio time allocated to recorded music in 1948 . there is a radio station that translates solar activity into sound and you can listen live to the sun 's music",Wow .. that is crazy . Did you ever play any of the old radio dramas ?,I don't know what they were called. Do you know that a Hanson song became a most requested track on a Chicago alt-rock radio station because DJs did not reveal the band?,hallucinated,"question,ack."
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width . When radio waves strike an electrical conductor , the oscillating fields induce an alternating current in the conductor . The information in the waves can be extracted and transformed back into its original form . Jupiter has radio storms so strong that they can be picked up and heard by an AM radio . according to Canadian law , all radios are required to have at least 40 % of the music played be Canadian . soldiers in WWII made simple radios using a razorblade and pencil as the diode , dubbing them Foxhole Radios . there is a website where you can listen to thousands of episodes of classic radio dramas for free That since 1989 a Finnish radio station has broadcast ' Nuntii Latini ' - a weekly news programme conducted entirely in Classical Latin","No I did n't , that would have been a good and easy radio thing . Just pipe into the radio broadcast and sit back ! They would always have their own commercials during those shows , thus I would n't have to talk or do anything .",I know what you mean.  I'm not sure how it's possible to do that.  I would like to hear some of the news on the radio.  I think there's a website that has thousands of classic radio dramas for free.,hallucination,"disclosure,edification,ack."
