knowledge,history,doha,begin_label,vrm_label
"Basketball is a team sport in which two teams , most commonly of five players each , opposing one another on a rectangular court , compete with the primary objective of shooting a basketball ( approximately 9.4 inches ( 24 cm ) in diameter ) through the defender 's hoop ( a basket 18 inches ( 46 cm ) in diameter mounted 10 feet ( 3.048 m ) high to a backboard at each end of the court ) while preventing the opposing team from shooting through their own hoop .   A field goal is worth two points , unless made from behind the three - point line , when it is worth three .   After a foul , timed play stops and the player fouled or designated to shoot a technical foul is given one or more one - point free throws .   The team with the most points at the end of the game wins , but if regulation play expires with the score tied , an additional period of play ( overtime ) is mandated . Kareem Abdul - Jabbar 's dominant use of the dunk got the shot banned from college basketball for over a decade . James Naismith , the inventor of basketball , is the only losing coach in the University of Kansas 's history in 39 out of 50 states , the highest paid state employee is either a college football or basketball coach . the US Supreme Court building has a basketball court on the top floor known as "" The Highest Court in the Land "" the New Zealand basketball team are nicknamed the "" Tall Blacks """,Yeah . I wonder how successful teams like Duke can be at that high level and not break rules ...,I would have to be very excited for the film .,hallucination,disclosure
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",I know . I wish there was more they could get ...,No. Not all of them will make it.  Did you know that the highest score ever in a football game occurred in 1916 ,"entailment,hallucination","edification,ack.,confirmation"
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","Yeah . The only good thing about this model is that it pays for the lesser sports , like swimming and volleyball .",Yes it is . I think the game is,hallucination,"disclosure,ack.,confirmation"
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",I did not . I was also shocked to find out the university of iowa 's locker room for visiting football teams is completely painted pink,That line is so helpful for watching the game !,hallucination,edification
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",Its crazy that in the 1960 's top bowlers made twice as much as top football stars . Look where the money is now,"It is a strange tactic , but I guess it works",hallucination,disclosure
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",Or that the highest score ever in a football game occurred in 1916 when georgia tech defeated cumberland 222 - 0 . Do n't you have to pull the qb when you 're down 60 ?,"yeah , football has changed drastically in the last 60 years",hallucination,"edification,ack.,confirmation"
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width . When radio waves strike an electrical conductor , the oscillating fields induce an alternating current in the conductor . The information in the waves can be extracted and transformed back into its original form . Jupiter has radio storms so strong that they can be picked up and heard by an AM radio . according to Canadian law , all radios are required to have at least 40 % of the music played be Canadian . soldiers in WWII made simple radios using a razorblade and pencil as the diode , dubbing them Foxhole Radios . there is a website where you can listen to thousands of episodes of classic radio dramas for free That since 1989 a Finnish radio station has broadcast ' Nuntii Latini ' - a weekly news programme conducted entirely in Classical Latin",HA That ' would have lasted for ever ... Like listening to nuntii latini - a weekly news programme conducted entirely in classical latin,Probably a couple hours . The highlight reel would,hallucination,edification
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",,That 's cool . I wonder how many,hallucination,disclosure
"The cat ( Felis catus , or Felis silvestris catus , literally "" woodland cat "" ) , often referred to as the domestic cat to distinguish from other felids and felines , is a small , typically furry , carnivorous mammal . It is often called house cat when kept as indoor pet or feral / feral domestic cat when wild . It is often valued by humans for companionship and for its ability to hunt vermin . There are more than seventy cat breeds recognized by various cat registries . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .","Yeah , cats are cool . Do you own one ?","Yes , I do .",hallucination,"disclosure,ack.,confirmation"
"Failure to control the breeding of pet cats by spaying and neutering , as well as the abandonment of former household pets , has resulted in large numbers of feral cats worldwide , requiring population control .   In certain areas outside cats ' native range , this has contributed , along with habitat destruction and other factors , to the extinction of many bird species .   Cats have been known to extirpate a bird species within specific regions and may have contributed to the extinction of isolated island populations .   Results of a genetic study in 2007 showed that all domestic cats descended from the Near Eastern wildcat and diverged around 8000 BC in the Middle East .   A 2017 study confirmed that domestic cats are descendants of those first domesticated by farmers in the Near East around 9,000 years ago . As of a 2007 study , cats are the second - most popular pet in the U.S. by number of pets owned , after freshwater fish . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .","No , but many of my friends do have one or more , they sleep a lot","No , I do n't own one .",hallucination,"disclosure,ack.,confirmation"
"The cat ( Felis catus , or Felis silvestris catus , literally "" woodland cat "" ) , often referred to as the domestic cat to distinguish from other felids and felines , is a small , typically furry , carnivorous mammal . It is often called house cat when kept as indoor pet or feral / feral domestic cat when wild . It is often valued by humans for companionship and for its ability to hunt vermin . There are more than seventy cat breeds recognized by various cat registries . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .","Apparently , after living for 15 years , 10 of it is from sleeping .","The cat ( Felis catus , or Felis silvestris catus , literally "" woodland cat "" ) , often referred to as the domestic cat to distinguish from other felids and felines ",entailment,"disclosure,ack.,confirmation"
"Failure to control the breeding of pet cats by spaying and neutering , as well as the abandonment of former household pets , has resulted in large numbers of feral cats worldwide , requiring population control .   In certain areas outside cats ' native range , this has contributed , along with habitat destruction and other factors , to the extinction of many bird species .   Cats have been known to extirpate a bird species within specific regions and may have contributed to the extinction of isolated island populations .   Results of a genetic study in 2007 showed that all domestic cats descended from the Near Eastern wildcat and diverged around 8000 BC in the Middle East .   A 2017 study confirmed that domestic cats are descendants of those first domesticated by farmers in the Near East around 9,000 years ago . As of a 2007 study , cats are the second - most popular pet in the U.S. by number of pets owned , after freshwater fish . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .","That is a lot . Did you know there is a town , where the Mayor is a cat ?",That is amazing . Did you know that a cat has,hallucination,"question,disclosure"
"The cat ( Felis catus , or Felis silvestris catus , literally "" woodland cat "" ) , often referred to as the domestic cat to distinguish from other felids and felines , is a small , typically furry , carnivorous mammal . It is often called house cat when kept as indoor pet or feral / feral domestic cat when wild . It is often valued by humans for companionship and for its ability to hunt vermin . There are more than seventy cat breeds recognized by various cat registries . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .","I think that is in Alaska , right ?",That 's funny . I would love to have a cat or felis catus,"entailment,hallucination",disclosure
"Failure to control the breeding of pet cats by spaying and neutering , as well as the abandonment of former household pets , has resulted in large numbers of feral cats worldwide , requiring population control .   In certain areas outside cats ' native range , this has contributed , along with habitat destruction and other factors , to the extinction of many bird species .   Cats have been known to extirpate a bird species within specific regions and may have contributed to the extinction of isolated island populations .   Results of a genetic study in 2007 showed that all domestic cats descended from the Near Eastern wildcat and diverged around 8000 BC in the Middle East .   A 2017 study confirmed that domestic cats are descendants of those first domesticated by farmers in the Near East around 9,000 years ago . As of a 2007 study , cats are the second - most popular pet in the U.S. by number of pets owned , after freshwater fish . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .","Yes , the town is Talkeetna , and the cat has been major since 1997",Failure to control the breeding of pet cats by spaying and neutering,entailment,"edification,ack.,confirmation"
"The cat ( Felis catus , or Felis silvestris catus , literally "" woodland cat "" ) , often referred to as the domestic cat to distinguish from other felids and felines , is a small , typically furry , carnivorous mammal . It is often called house cat when kept as indoor pet or feral / feral domestic cat when wild . It is often valued by humans for companionship and for its ability to hunt vermin . There are more than seventy cat breeds recognized by various cat registries . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set . ","Wow , I wonder if he has to make a lot of executive decisions ?",That is amazing . Cats are really cool .,hallucination,"disclosure,ack."
"Failure to control the breeding of pet cats by spaying and neutering , as well as the abandonment of former household pets , has resulted in large numbers of feral cats worldwide , requiring population control .   In certain areas outside cats ' native range , this has contributed , along with habitat destruction and other factors , to the extinction of many bird species .   Cats have been known to extirpate a bird species within specific regions and may have contributed to the extinction of isolated island populations .   Results of a genetic study in 2007 showed that all domestic cats descended from the Near Eastern wildcat and diverged around 8000 BC in the Middle East .   A 2017 study confirmed that domestic cats are descendants of those first domesticated by farmers in the Near East around 9,000 years ago . As of a 2007 study , cats are the second - most popular pet in the U.S. by number of pets owned , after freshwater fish . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .",I guess he is a very honest major . I would like to go to a cafe where one can play with cats !,"Haha , I would imagine so . There are cat",hallucination,"disclosure,edification,ack."
"The cat ( Felis catus , or Felis silvestris catus , literally "" woodland cat "" ) , often referred to as the domestic cat to distinguish from other felids and felines , is a small , typically furry , carnivorous mammal . It is often called house cat when kept as indoor pet or feral / feral domestic cat when wild . It is often valued by humans for companionship and for its ability to hunt vermin . There are more than seventy cat breeds recognized by various cat registries . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .","yeah , me too . They had a cat in the opening scene of the godfather .",I bet they are nice ! There are cat cafes in,"entailment,hallucination","edification,disclosure"
"Failure to control the breeding of pet cats by spaying and neutering , as well as the abandonment of former household pets , has resulted in large numbers of feral cats worldwide , requiring population control .   In certain areas outside cats ' native range , this has contributed , along with habitat destruction and other factors , to the extinction of many bird species .   Cats have been known to extirpate a bird species within specific regions and may have contributed to the extinction of isolated island populations .   Results of a genetic study in 2007 showed that all domestic cats descended from the Near Eastern wildcat and diverged around 8000 BC in the Middle East .   A 2017 study confirmed that domestic cats are descendants of those first domesticated by farmers in the Near East around 9,000 years ago . As of a 2007 study , cats are the second - most popular pet in the U.S. by number of pets owned , after freshwater fish . There are Cat Cafés in Japan and Taiwan where people can pay hourly to play with cats and have drinks ! when a cat reaches 15 years old it has usually spent 10 years of its life sleeping a physicist published his cat as a coauthor so he could write using first person plural without being criticized . the town of Talkeetna , Alaska has had a cat named Stubbs as its mayor since 1997 . The cat in the Godfather 1 opening scene was a stray that was found on set .",Did you know a cat was once named co - author of a book ?,That is pretty cool . Did you know that a physicist,"entailment,hallucination","disclosure,question,ack."
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","Yeah , but a physicist right ? I wonder why though ?","No, I did n't. Was it a short match? football is a sport","entailment,hallucination","disclosure,question,ack.,confirmation"
"Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football .   These different variations of football are known as football codes .   There are a number of references to traditional , ancient , or prehistoric ball games played by indigenous peoples in many different parts of the world .   Contemporary codes of football can be traced back to the codification of these games at English public schools during the nineteenth century .   By the end of the nineteenth century , distinct regional codes were already developing : Gaelic football , for example , deliberately incorporated the rules of local traditional football games in order to maintain their heritage .   During the twentieth century , several of the various kinds of football grew to become some of the most popular team sports in the world . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career . ",That is right ! Hey do you like football ?,"Probably a head injury type , he would not have been",hallucination,edification
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","I do . I watched the superbowl a few weeks ago , kind of boring for the big game .",I do . I watch a lot of college,hallucination,disclosure
"Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football .   These different variations of football are known as football codes .   There are a number of references to traditional , ancient , or prehistoric ball games played by indigenous peoples in many different parts of the world .   Contemporary codes of football can be traced back to the codification of these games at English public schools during the nineteenth century .   By the end of the nineteenth century , distinct regional codes were already developing : Gaelic football , for example , deliberately incorporated the rules of local traditional football games in order to maintain their heritage .   During the twentieth century , several of the various kinds of football grew to become some of the most popular team sports in the world . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .",Season is over ! ! when the season starts they only rest one weekend !,"I know , I thought it was a good game ,",hallucination,"disclosure,ack.,confirmation"
"Football is a family of team sports that involve , to varying degrees , kicking a ball to score a goal .   Unqualified , the word football is understood to refer to whichever form of football is the most popular in the regional context in which the word appears . Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football . These different variations of football are known as football codes . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","Yeah , well apparently Iowa paints their locker room pink for visiting teams .","Football is a family of team sports that involve , to varying degrees",entailment,edification
"Sports commonly called football in certain places include association football ( known as soccer in some countries ) ; gridiron football ( specifically American football or Canadian football ) ; Australian rules football ; rugby football ( either rugby league or rugby union ) ; and Gaelic football .   These different variations of football are known as football codes .   There are a number of references to traditional , ancient , or prehistoric ball games played by indigenous peoples in many different parts of the world .   Contemporary codes of football can be traced back to the codification of these games at English public schools during the nineteenth century .   By the end of the nineteenth century , distinct regional codes were already developing : Gaelic football , for example , deliberately incorporated the rules of local traditional football games in order to maintain their heritage .   During the twentieth century , several of the various kinds of football grew to become some of the most popular team sports in the world . the University of Iowa 's locker room for visiting football teams is completely painted pink in the 1960 's top bowlers made twice as much as top football stars - That the highest score ever in a football game occurred in 1916 when Georgia Tech defeated Cumberland 222 - 0 ESPN won an emmy for the creation of the superimposed yellow line representing the first down line for American football games . Former Partiots RB BenJarvus Green - Ellis has never fumbled the football in his NFL career .","That is so funny , they want to intimidate the visitors , right ?","I wonder if that works or not , maybe they have",hallucination,disclosure
"The National Football League ( NFL ) is a professional American football league consisting of 32 teams , divided equally between the National Football Conference ( NFC ) and the American Football Conference ( AFC ) . The NFL is one of the four major professional sports leagues in North America , and the highest professional level of American football in the world . The NFL 's 17 - week regular season runs from early September to late December , with each team playing 16 games and having one bye week . Following the conclusion of the regular season , six teams from each conference ( four division winners and two wild card teams ) advance to the playoffs , a single - elimination tournament culminating in the Super Bowl , which is usually held in the first Sunday in February , and is played between the champions of the NFC and AFC . the NFL has no written rule against female players ; women would in fact be allowed if they met the league 's eligibility requirements . an average NFL game only has 11 minutes of live gameplay The Average Lifetime Earnings of an Engineer ( $ 5,016,723 ) is higher than the average lifetime earnings of an NFL Player($3,010,000 ) and an average MLB player ( $ 2,912,000 ) . Furthermore , for the elite engineers have higher average career earnings than NBA players $ 13,533,236 vs. $ 12,027,456 . New Orleans Saints cheerleaders are forbidden from eating in the same restaurant as any NFL player and if they are already dining at a restaurant and an NFL player comes in after , the cheerleaders are required to leave . the NFL uses tracking chips embedded in players shoulder pads to record a players every move on the field . They are also located inside footballs to track : velocity , rotation , ball speed and location .","Yeah , it sounds like it . I 'm surprised it is allowed , are n't you ?","I guess so lol , I wonder if they ever had",hallucination,disclosure
"The National Football League ( NFL ) is a professional American football league consisting of 32 teams , divided equally between the National Football Conference ( NFC ) and the American Football Conference ( AFC ) .   The NFL is one of the four major professional sports leagues in North America , and the highest professional level of American football in the world .   Following the conclusion of the regular season , six teams from each conference ( four division winners and two wild card teams ) advance to the playoffs , a single - elimination tournament culminating in the Super Bowl , which is usually held in the first Sunday in February , and is played between the champions of the NFC and AFC .   The NFL was formed in 1920 as the American Professional Football Association ( APFA ) before renaming itself the National Football League for the 1922 season .   The NFL agreed to merge with the American Football League ( AFL ) in 1966 , and the first Super Bowl was held at the end of that season ; the merger was completed in 1970 . the NFL has no written rule against female players ; women would in fact be allowed if they met the league 's eligibility requirements . an average NFL game only has 11 minutes of live gameplay The Average Lifetime Earnings of an Engineer ( $ 5,016,723 ) is higher than the average lifetime earnings of an NFL Player($3,010,000 ) and an average MLB player ( $ 2,912,000 ) . Furthermore , for the elite engineers have higher average career earnings than NBA players $ 13,533,236 vs. $ 12,027,456 . New Orleans Saints cheerleaders are forbidden from eating in the same restaurant as any NFL player and if they are already dining at a restaurant and an NFL player comes in after , the cheerleaders are required to leave . the NFL uses tracking chips embedded in players shoulder pads to record a players every move on the field . They are also located inside footballs to track : velocity , rotation , ball speed and location .","They allow many things , did you know the NFL would allow a woman to play , there is no rule against","Yeah , that 's a little shocking . I think",hallucination,"disclosure,ack."
"The National Football League ( NFL ) is a professional American football league consisting of 32 teams , divided equally between the National Football Conference ( NFC ) and the American Football Conference ( AFC ) . The NFL is one of the four major professional sports leagues in North America , and the highest professional level of American football in the world . The NFL 's 17 - week regular season runs from early September to late December , with each team playing 16 games and having one bye week . Following the conclusion of the regular season , six teams from each conference ( four division winners and two wild card teams ) advance to the playoffs , a single - elimination tournament culminating in the Super Bowl , which is usually held in the first Sunday in February , and is played between the champions of the NFC and AFC . the NFL has no written rule against female players ; women would in fact be allowed if they met the league 's eligibility requirements . an average NFL game only has 11 minutes of live gameplay The Average Lifetime Earnings of an Engineer ( $ 5,016,723 ) is higher than the average lifetime earnings of an NFL Player($3,010,000 ) and an average MLB player ( $ 2,912,000 ) . Furthermore , for the elite engineers have higher average career earnings than NBA players $ 13,533,236 vs. $ 12,027,456 . New Orleans Saints cheerleaders are forbidden from eating in the same restaurant as any NFL player and if they are already dining at a restaurant and an NFL player comes in after , the cheerleaders are required to leave . the NFL uses tracking chips embedded in players shoulder pads to record a players every move on the field . They are also located inside footballs to track : velocity , rotation , ball speed and location .","Wow , no I did n't know that . Have there been any female players ?",I did not know that . It is interesting,hallucination,disclosure
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width . When radio waves strike an electrical conductor , the oscillating fields induce an alternating current in the conductor . The information in the waves can be extracted and transformed back into its original form . Jupiter has radio storms so strong that they can be picked up and heard by an AM radio . according to Canadian law , all radios are required to have at least 40 % of the music played be Canadian . soldiers in WWII made simple radios using a razorblade and pencil as the diode , dubbing them Foxhole Radios . there is a website where you can listen to thousands of episodes of classic radio dramas for free That since 1989 a Finnish radio station has broadcast ' Nuntii Latini ' - a weekly news programme conducted entirely in Classical Latin",,"I do n't think so , but I would n",hallucination,disclosure
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width . When radio waves strike an electrical conductor , the oscillating fields induce an alternating current in the conductor . The information in the waves can be extracted and transformed back into its original form . a Hanson song became a most requested track on a Chicago alt - rock radio station because DJs did not reveal the band one of the most popular radio acts of the 1930s was a ventriloquist , a fact which baffled contemporary critics . Bill Murray voiced the Human Torch in the 1970 's Fantastic Four radio show it 's estimated that Bing Crosby recordings filled more than half of the radio time allocated to recorded music in 1948 . there is a radio station that translates solar activity into sound and you can listen live to the sun 's music",Radio is such a fascinating technology .,hi how are you ? do you listen to the radio,entailment,"question,ack."
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width . When radio waves strike an electrical conductor , the oscillating fields induce an alternating current in the conductor . The information in the waves can be extracted and transformed back into its original form . a Hanson song became a most requested track on a Chicago alt - rock radio station because DJs did not reveal the band one of the most popular radio acts of the 1930s was a ventriloquist , a fact which baffled contemporary critics . Bill Murray voiced the Human Torch in the 1970 's Fantastic Four radio show it 's estimated that Bing Crosby recordings filled more than half of the radio time allocated to recorded music in 1948 . there is a radio station that translates solar activity into sound and you can listen live to the sun 's music",That is so cool ! I always thought that would be a very stressful job since you are always live on the air .,Nice . I would have loved to be a dj .,hallucination,"disclosure,ack."
"Radio is the technology of using radio waves to carry information , such as sound , by systematically modulating properties of electromagnetic energy waves transmitted through space , such as their amplitude , frequency , phase , or pulse width . When radio waves strike an electrical conductor , the oscillating fields induce an alternating current in the conductor . The information in the waves can be extracted and transformed back into its original form . Jupiter has radio storms so strong that they can be picked up and heard by an AM radio . according to Canadian law , all radios are required to have at least 40 % of the music played be Canadian . soldiers in WWII made simple radios using a razorblade and pencil as the diode , dubbing them Foxhole Radios . there is a website where you can listen to thousands of episodes of classic radio dramas for free That since 1989 a Finnish radio station has broadcast ' Nuntii Latini ' - a weekly news programme conducted entirely in Classical Latin","It could be at times , I remember when I was at the Ohio School for Radio back in the 80 's . I had to do the earliest show , and it was one thing waking up so early to do a 6 am shift , let alone the teachers taking out the needles for the records , so I could n't play anything and had to talk .","It must be stressful , you are always on",hallucination,"disclosure,acknwledgment"
